1773407569.021048 server started (23994): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1773407569.021069 on Darwin 25.3.0 Darwin Kernel Version 25.3.0: Wed Jan 28 20:54:46 PST 2026; root:xnu-12377.91.3~2/RELEASE_ARM64_T6000
1773407569.021074 using libevent 2.1.12-stable select
1773407569.021081 using utf8proc 2.11.3
1773407569.021085 using ncurses 6.5 20240427
1773407569.054627 cmd_parse_build_commands 0:3 0:2 0:1: -X
1773407569.054629 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1773407569.054632 cmd_parse_build_commands 0:3 0:2 0:3: --
1773407569.054634 cmd_parse_build_commands 0:3 0:2 0:4: %%
1773407569.054637 cmd_parse_build_commands 0:0: command-prompt
1773407569.054639 cmd_parse_build_commands 0:1: -1p(jump forward)
1773407569.054641 cmd_parse_build_commands 0:2 0:0: send
1773407569.054644 cmd_parse_build_commands 0:2 0:1: -X
1773407569.054646 cmd_parse_build_commands 0:2 0:2: jump-forward
1773407569.054648 cmd_parse_build_commands 0:2 0:3: --
1773407569.054651 cmd_parse_build_commands 0:2 0:4: %%
1773407569.054653 cmd_parse_build_commands 0:0: send
1773407569.054656 cmd_parse_build_commands 0:1: -X
1773407569.054658 cmd_parse_build_commands 0:2: jump-forward
1773407569.054660 cmd_parse_build_commands 0:3: --
1773407569.054662 cmd_parse_build_commands 0:4: %%
1773407569.054665 args_parse_flags: next -X
1773407569.054668 args_parse_flags: -X
1773407569.054671 args_parse_flags: next jump-forward
1773407569.054674 args_parse: flags end at 2 of 5
1773407569.054676 args_parse: 2 = jump-forward (type STRING)
1773407569.054680 args_parse: 3 = -- (type STRING)
1773407569.054684 args_parse: 4 = %% (type STRING)
1773407569.054690 cmd_parse_build_commands: send-keys -X jump-forward -- "%%"
1773407569.054692 args_parse_flags: next -1p(jump forward)
1773407569.054695 args_parse_flags: -1
1773407569.054697 args_parse_flag_argument: -p = (jump forward)
1773407569.054701 args_parse: flags end at 2 of 3
1773407569.054705 args_parse: 2 = send-keys -X jump-forward -- "%%" (type COMMANDS)
1773407569.054712 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" }
1773407569.054714 args_parse_flags: next -Tcopy-mode
1773407569.054717 args_parse_flag_argument: -T = copy-mode
1773407569.054720 args_parse_flags: next f
1773407569.054722 args_parse: flags end at 2 of 4
1773407569.054729 args_parse: 2 = f (type STRING)
1773407569.054734 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" } (type COMMANDS)
1773407569.054742 cmd_parse_build_commands: bind-key -T copy-mode f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward -- "%%" } }
1773407569.054746 cmdq_get_command: [bind-key/0x99d847e00] group 1559
1773407569.054749 cmdq_append <global>: [bind-key/0x99d847e00]
1773407569.054752 yylex_token: end at WS
1773407569.054754 yylex_token: bind
1773407569.054757 yylex_token: end at WS
1773407569.054759 yylex_token: -Tcopy-mode
1773407569.054761 yylex_token: end at WS
1773407569.054764 yylex_token: g
1773407569.054766 yylex_token: end at WS
1773407569.054769 yylex_token: command-prompt
1773407569.054771 yylex_token: end at WS
1773407569.054774 yylex_token: -p(goto line)
1773407569.054776 yylex_token: end at WS
1773407569.054778 yylex_token: send
1773407569.054780 yylex_token: end at WS
1773407569.054783 yylex_token: -X
1773407569.054785 yylex_token: end at WS
1773407569.054787 yylex_token: goto-line
1773407569.054790 yylex_token: end at WS
1773407569.054792 yylex_token: --
1773407569.054794 yylex_token: end at WS
1773407569.054796 yylex_token: %%
1773407569.054799 cmd_parse_build_commands 0:0: bind
1773407569.054802 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.054805 cmd_parse_build_commands 0:2: g
1773407569.054807 cmd_parse_build_commands 0:3 0:0: command-prompt
1773407569.054810 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1773407569.054812 cmd_parse_build_commands 0:3 0:2 0:0: send
1773407569.054814 cmd_parse_build_commands 0:3 0:2 0:1: -X
1773407569.054817 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1773407569.054819 cmd_parse_build_commands 0:3 0:2 0:3: --
1773407569.054821 cmd_parse_build_commands 0:3 0:2 0:4: %%
1773407569.054824 cmd_parse_build_commands 0:0: command-prompt
1773407569.054826 cmd_parse_build_commands 0:1: -p(goto line)
1773407569.054829 cmd_parse_build_commands 0:2 0:0: send
1773407569.054832 cmd_parse_build_commands 0:2 0:1: -X
1773407569.054834 cmd_parse_build_commands 0:2 0:2: goto-line
1773407569.054837 cmd_parse_build_commands 0:2 0:3: --
1773407569.054839 cmd_parse_build_commands 0:2 0:4: %%
1773407569.054843 cmd_parse_build_commands 0:0: send
1773407569.054845 cmd_parse_build_commands 0:1: -X
1773407569.054848 cmd_parse_build_commands 0:2: goto-line
1773407569.054850 cmd_parse_build_commands 0:3: --
1773407569.054853 cmd_parse_build_commands 0:4: %%
1773407569.054858 args_parse_flags: next -X
1773407569.054860 args_parse_flags: -X
1773407569.054864 args_parse_flags: next goto-line
1773407569.054866 args_parse: flags end at 2 of 5
1773407569.054869 args_parse: 2 = goto-line (type STRING)
1773407569.054872 args_parse: 3 = -- (type STRING)
1773407569.054874 args_parse: 4 = %% (type STRING)
1773407569.054879 cmd_parse_build_commands: send-keys -X goto-line -- "%%"
1773407569.054882 args_parse_flags: next -p(goto line)
1773407569.054884 args_parse_flag_argument: -p = (goto line)
1773407569.054887 args_parse: flags end at 2 of 3
1773407569.054891 args_parse: 2 = send-keys -X goto-line -- "%%" (type COMMANDS)
1773407569.054898 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" }
1773407569.054901 args_parse_flags: next -Tcopy-mode
1773407569.054904 args_parse_flag_argument: -T = copy-mode
1773407569.054907 args_parse_flags: next g
1773407569.054910 args_parse: flags end at 2 of 4
1773407569.054913 args_parse: 2 = g (type STRING)
1773407569.054920 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" } (type COMMANDS)
1773407569.054928 cmd_parse_build_commands: bind-key -T copy-mode g { command-prompt -p "(goto line)" { send-keys -X goto-line -- "%%" } }
1773407569.054932 cmdq_get_command: [bind-key/0x99d847f00] group 1571
1773407569.054935 cmdq_append <global>: [bind-key/0x99d847f00]
1773407569.054938 yylex_token: end at WS
1773407569.054941 yylex_token: bind
1773407569.054944 yylex_token: end at WS
1773407569.054947 yylex_token: -Tcopy-mode
1773407569.054959 yylex_token: end at WS
1773407569.054962 yylex_token: n
1773407569.054965 yylex_token: end at WS
1773407569.054968 yylex_token: send
1773407569.054971 yylex_token: end at WS
1773407569.054974 yylex_token: -X
1773407569.054978 yylex_token: end at WS
1773407569.054981 yylex_token: search-again
1773407569.054985 cmd_parse_build_commands 0:0: bind
1773407569.054988 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.054991 cmd_parse_build_commands 0:2: n
1773407569.054994 cmd_parse_build_commands 0:3 0:0: send
1773407569.054998 cmd_parse_build_commands 0:3 0:1: -X
1773407569.055001 cmd_parse_build_commands 0:3 0:2: search-again
1773407569.055004 cmd_parse_build_commands 0:0: send
1773407569.055007 cmd_parse_build_commands 0:1: -X
1773407569.055011 cmd_parse_build_commands 0:2: search-again
1773407569.055015 args_parse_flags: next -X
1773407569.055017 args_parse_flags: -X
1773407569.055019 args_parse_flags: next search-again
1773407569.055022 args_parse: flags end at 2 of 3
1773407569.055024 args_parse: 2 = search-again (type STRING)
1773407569.055028 cmd_parse_build_commands: send-keys -X search-again
1773407569.055030 args_parse_flags: next -Tcopy-mode
1773407569.055032 args_parse_flag_argument: -T = copy-mode
1773407569.055034 args_parse_flags: next n
1773407569.055037 args_parse: flags end at 2 of 4
1773407569.055039 args_parse: 2 = n (type STRING)
1773407569.055042 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1773407569.055047 cmd_parse_build_commands: bind-key -T copy-mode n { send-keys -X search-again }
1773407569.055056 cmdq_get_command: [bind-key/0x99d86c000] group 1583
1773407569.055059 cmdq_append <global>: [bind-key/0x99d86c000]
1773407569.055061 yylex_token: end at WS
1773407569.055064 yylex_token: bind
1773407569.055066 yylex_token: end at WS
1773407569.055069 yylex_token: -Tcopy-mode
1773407569.055071 yylex_token: end at WS
1773407569.055073 yylex_token: q
1773407569.055076 yylex_token: end at WS
1773407569.055078 yylex_token: send
1773407569.055080 yylex_token: end at WS
1773407569.055082 yylex_token: -X
1773407569.055085 yylex_token: end at WS
1773407569.055087 yylex_token: cancel
1773407569.055090 cmd_parse_build_commands 0:0: bind
1773407569.055092 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055094 cmd_parse_build_commands 0:2: q
1773407569.055097 cmd_parse_build_commands 0:3 0:0: send
1773407569.055100 cmd_parse_build_commands 0:3 0:1: -X
1773407569.055102 cmd_parse_build_commands 0:3 0:2: cancel
1773407569.055105 cmd_parse_build_commands 0:0: send
1773407569.055107 cmd_parse_build_commands 0:1: -X
1773407569.055109 cmd_parse_build_commands 0:2: cancel
1773407569.055113 args_parse_flags: next -X
1773407569.055115 args_parse_flags: -X
1773407569.055117 args_parse_flags: next cancel
1773407569.055119 args_parse: flags end at 2 of 3
1773407569.055122 args_parse: 2 = cancel (type STRING)
1773407569.055125 cmd_parse_build_commands: send-keys -X cancel
1773407569.055128 args_parse_flags: next -Tcopy-mode
1773407569.055130 args_parse_flag_argument: -T = copy-mode
1773407569.055132 args_parse_flags: next q
1773407569.055135 args_parse: flags end at 2 of 4
1773407569.055137 args_parse: 2 = q (type STRING)
1773407569.055140 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1773407569.055145 cmd_parse_build_commands: bind-key -T copy-mode q { send-keys -X cancel }
1773407569.055148 cmdq_get_command: [bind-key/0x99d86c100] group 1591
1773407569.055150 cmdq_append <global>: [bind-key/0x99d86c100]
1773407569.055153 yylex_token: end at WS
1773407569.055155 yylex_token: bind
1773407569.055158 yylex_token: end at WS
1773407569.055160 yylex_token: -Tcopy-mode
1773407569.055162 yylex_token: end at WS
1773407569.055164 yylex_token: r
1773407569.055167 yylex_token: end at WS
1773407569.055169 yylex_token: send
1773407569.055171 yylex_token: end at WS
1773407569.055173 yylex_token: -X
1773407569.055176 yylex_token: end at WS
1773407569.055179 yylex_token: refresh-from-pane
1773407569.055181 cmd_parse_build_commands 0:0: bind
1773407569.055184 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055189 cmd_parse_build_commands 0:2: r
1773407569.055191 cmd_parse_build_commands 0:3 0:0: send
1773407569.055194 cmd_parse_build_commands 0:3 0:1: -X
1773407569.055196 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1773407569.055199 cmd_parse_build_commands 0:0: send
1773407569.055201 cmd_parse_build_commands 0:1: -X
1773407569.055203 cmd_parse_build_commands 0:2: refresh-from-pane
1773407569.055206 args_parse_flags: next -X
1773407569.055209 args_parse_flags: -X
1773407569.055211 args_parse_flags: next refresh-from-pane
1773407569.055213 args_parse: flags end at 2 of 3
1773407569.055216 args_parse: 2 = refresh-from-pane (type STRING)
1773407569.055219 cmd_parse_build_commands: send-keys -X refresh-from-pane
1773407569.055222 args_parse_flags: next -Tcopy-mode
1773407569.055224 args_parse_flag_argument: -T = copy-mode
1773407569.055226 args_parse_flags: next r
1773407569.055229 args_parse: flags end at 2 of 4
1773407569.055231 args_parse: 2 = r (type STRING)
1773407569.055235 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1773407569.055240 cmd_parse_build_commands: bind-key -T copy-mode r { send-keys -X refresh-from-pane }
1773407569.055243 cmdq_get_command: [bind-key/0x99d86c200] group 1599
1773407569.055245 cmdq_append <global>: [bind-key/0x99d86c200]
1773407569.055247 yylex_token: end at WS
1773407569.055250 yylex_token: bind
1773407569.055252 yylex_token: end at WS
1773407569.055254 yylex_token: -Tcopy-mode
1773407569.055257 yylex_token: end at WS
1773407569.055259 yylex_token: t
1773407569.055262 yylex_token: end at WS
1773407569.055264 yylex_token: command-prompt
1773407569.055267 yylex_token: end at WS
1773407569.055269 yylex_token: -1p(jump to forward)
1773407569.055272 yylex_token: end at WS
1773407569.055274 yylex_token: send
1773407569.055276 yylex_token: end at WS
1773407569.055278 yylex_token: -X
1773407569.055281 yylex_token: end at WS
1773407569.055283 yylex_token: jump-to-forward
1773407569.055286 yylex_token: end at WS
1773407569.055288 yylex_token: --
1773407569.055291 yylex_token: end at WS
1773407569.055293 yylex_token: %%
1773407569.055298 cmd_parse_build_commands 0:0: bind
1773407569.055301 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055304 cmd_parse_build_commands 0:2: t
1773407569.055307 cmd_parse_build_commands 0:3 0:0: command-prompt
1773407569.055310 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1773407569.055312 cmd_parse_build_commands 0:3 0:2 0:0: send
1773407569.055315 cmd_parse_build_commands 0:3 0:2 0:1: -X
1773407569.055318 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1773407569.055321 cmd_parse_build_commands 0:3 0:2 0:3: --
1773407569.055323 cmd_parse_build_commands 0:3 0:2 0:4: %%
1773407569.055327 cmd_parse_build_commands 0:0: command-prompt
1773407569.055330 cmd_parse_build_commands 0:1: -1p(jump to forward)
1773407569.055332 cmd_parse_build_commands 0:2 0:0: send
1773407569.055335 cmd_parse_build_commands 0:2 0:1: -X
1773407569.055338 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1773407569.055341 cmd_parse_build_commands 0:2 0:3: --
1773407569.055343 cmd_parse_build_commands 0:2 0:4: %%
1773407569.055346 cmd_parse_build_commands 0:0: send
1773407569.055348 cmd_parse_build_commands 0:1: -X
1773407569.055351 cmd_parse_build_commands 0:2: jump-to-forward
1773407569.055353 cmd_parse_build_commands 0:3: --
1773407569.055357 cmd_parse_build_commands 0:4: %%
1773407569.055360 args_parse_flags: next -X
1773407569.055362 args_parse_flags: -X
1773407569.055365 args_parse_flags: next jump-to-forward
1773407569.055367 args_parse: flags end at 2 of 5
1773407569.055370 args_parse: 2 = jump-to-forward (type STRING)
1773407569.055373 args_parse: 3 = -- (type STRING)
1773407569.055376 args_parse: 4 = %% (type STRING)
1773407569.055381 cmd_parse_build_commands: send-keys -X jump-to-forward -- "%%"
1773407569.055384 args_parse_flags: next -1p(jump to forward)
1773407569.055387 args_parse_flags: -1
1773407569.055389 args_parse_flag_argument: -p = (jump to forward)
1773407569.055392 args_parse: flags end at 2 of 3
1773407569.055401 args_parse: 2 = send-keys -X jump-to-forward -- "%%" (type COMMANDS)
1773407569.055407 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" }
1773407569.055409 args_parse_flags: next -Tcopy-mode
1773407569.055412 args_parse_flag_argument: -T = copy-mode
1773407569.055414 args_parse_flags: next t
1773407569.055416 args_parse: flags end at 2 of 4
1773407569.055419 args_parse: 2 = t (type STRING)
1773407569.055424 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" } (type COMMANDS)
1773407569.055432 cmd_parse_build_commands: bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward -- "%%" } }
1773407569.055435 cmdq_get_command: [bind-key/0x99d86c300] group 1607
1773407569.055438 cmdq_append <global>: [bind-key/0x99d86c300]
1773407569.055440 yylex_token: end at WS
1773407569.055443 yylex_token: bind
1773407569.055445 yylex_token: end at WS
1773407569.055448 yylex_token: -Tcopy-mode
1773407569.055451 yylex_token: end at WS
1773407569.055454 yylex_token: Home
1773407569.055457 yylex_token: end at WS
1773407569.055460 yylex_token: send
1773407569.055462 yylex_token: end at WS
1773407569.055465 yylex_token: -X
1773407569.055469 yylex_token: end at WS
1773407569.055472 yylex_token: start-of-line
1773407569.055476 cmd_parse_build_commands 0:0: bind
1773407569.055478 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055482 cmd_parse_build_commands 0:2: Home
1773407569.055484 cmd_parse_build_commands 0:3 0:0: send
1773407569.055487 cmd_parse_build_commands 0:3 0:1: -X
1773407569.055489 cmd_parse_build_commands 0:3 0:2: start-of-line
1773407569.055492 cmd_parse_build_commands 0:0: send
1773407569.055494 cmd_parse_build_commands 0:1: -X
1773407569.055498 cmd_parse_build_commands 0:2: start-of-line
1773407569.055502 args_parse_flags: next -X
1773407569.055506 args_parse_flags: -X
1773407569.055509 args_parse_flags: next start-of-line
1773407569.055513 args_parse: flags end at 2 of 3
1773407569.055517 args_parse: 2 = start-of-line (type STRING)
1773407569.055521 cmd_parse_build_commands: send-keys -X start-of-line
1773407569.055524 args_parse_flags: next -Tcopy-mode
1773407569.055526 args_parse_flag_argument: -T = copy-mode
1773407569.055528 args_parse_flags: next Home
1773407569.055531 args_parse: flags end at 2 of 4
1773407569.055534 args_parse: 2 = Home (type STRING)
1773407569.055537 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1773407569.055543 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1773407569.055546 cmdq_get_command: [bind-key/0x99d86c400] group 1619
1773407569.055548 cmdq_append <global>: [bind-key/0x99d86c400]
1773407569.055550 yylex_token: end at WS
1773407569.055553 yylex_token: bind
1773407569.055555 yylex_token: end at WS
1773407569.055558 yylex_token: -Tcopy-mode
1773407569.055560 yylex_token: end at WS
1773407569.055562 yylex_token: End
1773407569.055566 yylex_token: end at WS
1773407569.055568 yylex_token: send
1773407569.055571 yylex_token: end at WS
1773407569.055573 yylex_token: -X
1773407569.055576 yylex_token: end at WS
1773407569.055578 yylex_token: end-of-line
1773407569.055580 cmd_parse_build_commands 0:0: bind
1773407569.055583 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055585 cmd_parse_build_commands 0:2: End
1773407569.055587 cmd_parse_build_commands 0:3 0:0: send
1773407569.055590 cmd_parse_build_commands 0:3 0:1: -X
1773407569.055592 cmd_parse_build_commands 0:3 0:2: end-of-line
1773407569.055595 cmd_parse_build_commands 0:0: send
1773407569.055597 cmd_parse_build_commands 0:1: -X
1773407569.055599 cmd_parse_build_commands 0:2: end-of-line
1773407569.055602 args_parse_flags: next -X
1773407569.055605 args_parse_flags: -X
1773407569.055607 args_parse_flags: next end-of-line
1773407569.055609 args_parse: flags end at 2 of 3
1773407569.055611 args_parse: 2 = end-of-line (type STRING)
1773407569.055615 cmd_parse_build_commands: send-keys -X end-of-line
1773407569.055617 args_parse_flags: next -Tcopy-mode
1773407569.055628 args_parse_flag_argument: -T = copy-mode
1773407569.055631 args_parse_flags: next End
1773407569.055633 args_parse: flags end at 2 of 4
1773407569.055648 args_parse: 2 = End (type STRING)
1773407569.055658 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1773407569.055665 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1773407569.055672 cmdq_get_command: [bind-key/0x99d86c500] group 1627
1773407569.055680 cmdq_append <global>: [bind-key/0x99d86c500]
1773407569.055683 yylex_token: end at WS
1773407569.055686 yylex_token: bind
1773407569.055689 yylex_token: end at WS
1773407569.055692 yylex_token: -Tcopy-mode
1773407569.055695 yylex_token: end at WS
1773407569.055697 yylex_token: MouseDown1Pane
1773407569.055700 yylex_token: end at EOF
1773407569.055702 yylex_token: select-pane
1773407569.055715 cmd_parse_build_commands 0:0: bind
1773407569.055720 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055722 cmd_parse_build_commands 0:2: MouseDown1Pane
1773407569.055725 cmd_parse_build_commands 0:3: select-pane
1773407569.055728 args_parse_flags: next -Tcopy-mode
1773407569.055731 args_parse_flag_argument: -T = copy-mode
1773407569.055733 args_parse_flags: next MouseDown1Pane
1773407569.055736 args_parse: flags end at 2 of 4
1773407569.055739 args_parse: 2 = MouseDown1Pane (type STRING)
1773407569.055741 args_parse: 3 = select-pane (type STRING)
1773407569.055747 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1773407569.055750 cmdq_get_command: [bind-key/0x99d86c600] group 1635
1773407569.055752 cmdq_append <global>: [bind-key/0x99d86c600]
1773407569.055755 yylex_token: end at WS
1773407569.055758 yylex_token: bind
1773407569.055761 yylex_token: end at WS
1773407569.055763 yylex_token: -Tcopy-mode
1773407569.055766 yylex_token: end at WS
1773407569.055768 yylex_token: MouseDrag1Pane
1773407569.055771 yylex_token: end at ;
1773407569.055773 yylex_token: select-pane
1773407569.055776 yylex_token: end at WS
1773407569.055778 yylex_token: send
1773407569.055780 yylex_token: end at WS
1773407569.055782 yylex_token: -X
1773407569.055785 yylex_token: end at WS
1773407569.055787 yylex_token: begin-selection
1773407569.055790 cmd_parse_build_commands 0:0: bind
1773407569.055793 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055795 cmd_parse_build_commands 0:2: MouseDrag1Pane
1773407569.055798 cmd_parse_build_commands 0:3 0:0: select-pane
1773407569.055800 cmd_parse_build_commands 0:3 1:0: send
1773407569.055802 cmd_parse_build_commands 0:3 1:1: -X
1773407569.055805 cmd_parse_build_commands 0:3 1:2: begin-selection
1773407569.055807 cmd_parse_build_commands 0:0: select-pane
1773407569.055810 cmd_parse_build_commands 1:0: send
1773407569.055812 cmd_parse_build_commands 1:1: -X
1773407569.055814 cmd_parse_build_commands 1:2: begin-selection
1773407569.055819 args_parse: flags end at 1 of 1
1773407569.055822 args_parse_flags: next -X
1773407569.055824 args_parse_flags: -X
1773407569.055826 args_parse_flags: next begin-selection
1773407569.055829 args_parse: flags end at 2 of 3
1773407569.055831 args_parse: 2 = begin-selection (type STRING)
1773407569.055835 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1773407569.055837 args_parse_flags: next -Tcopy-mode
1773407569.055840 args_parse_flag_argument: -T = copy-mode
1773407569.055842 args_parse_flags: next MouseDrag1Pane
1773407569.055844 args_parse: flags end at 2 of 4
1773407569.055847 args_parse: 2 = MouseDrag1Pane (type STRING)
1773407569.055851 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1773407569.055856 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1773407569.055859 cmdq_get_command: [bind-key/0x99d86c700] group 1639
1773407569.055862 cmdq_append <global>: [bind-key/0x99d86c700]
1773407569.055864 yylex_token: end at WS
1773407569.055866 yylex_token: bind
1773407569.055869 yylex_token: end at WS
1773407569.055872 yylex_token: -Tcopy-mode
1773407569.055875 yylex_token: end at WS
1773407569.055882 yylex_token: MouseDragEnd1Pane
1773407569.055884 yylex_token: end at WS
1773407569.055887 yylex_token: send
1773407569.055889 yylex_token: end at WS
1773407569.055891 yylex_token: -X
1773407569.055894 yylex_token: end at WS
1773407569.055897 yylex_token: copy-pipe-and-cancel
1773407569.055899 cmd_parse_build_commands 0:0: bind
1773407569.055902 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.055904 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1773407569.055907 cmd_parse_build_commands 0:3 0:0: send
1773407569.055909 cmd_parse_build_commands 0:3 0:1: -X
1773407569.055911 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1773407569.055914 cmd_parse_build_commands 0:0: send
1773407569.055916 cmd_parse_build_commands 0:1: -X
1773407569.055919 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1773407569.055922 args_parse_flags: next -X
1773407569.055924 args_parse_flags: -X
1773407569.055927 args_parse_flags: next copy-pipe-and-cancel
1773407569.055929 args_parse: flags end at 2 of 3
1773407569.055931 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1773407569.055935 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1773407569.055938 args_parse_flags: next -Tcopy-mode
1773407569.055940 args_parse_flag_argument: -T = copy-mode
1773407569.055942 args_parse_flags: next MouseDragEnd1Pane
1773407569.055945 args_parse: flags end at 2 of 4
1773407569.055947 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1773407569.055951 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1773407569.055956 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1773407569.055959 cmdq_get_command: [bind-key/0x99d86c800] group 1648
1773407569.055961 cmdq_append <global>: [bind-key/0x99d86c800]
1773407569.055964 yylex_token: end at WS
1773407569.055966 yylex_token: bind
1773407569.055969 yylex_token: end at WS
1773407569.055971 yylex_token: -Tcopy-mode
1773407569.055974 yylex_token: end at WS
1773407569.055976 yylex_token: WheelUpPane
1773407569.055979 yylex_token: end at ;
1773407569.055981 yylex_token: select-pane
1773407569.055984 yylex_token: end at WS
1773407569.055986 yylex_token: send
1773407569.055988 yylex_token: end at WS
1773407569.055991 yylex_token: -N5
1773407569.055993 yylex_token: end at WS
1773407569.055995 yylex_token: -X
1773407569.055998 yylex_token: end at WS
1773407569.056000 yylex_token: scroll-up
1773407569.056003 cmd_parse_build_commands 0:0: bind
1773407569.056005 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056007 cmd_parse_build_commands 0:2: WheelUpPane
1773407569.056010 cmd_parse_build_commands 0:3 0:0: select-pane
1773407569.056012 cmd_parse_build_commands 0:3 1:0: send
1773407569.056014 cmd_parse_build_commands 0:3 1:1: -N5
1773407569.056021 cmd_parse_build_commands 0:3 1:2: -X
1773407569.056023 cmd_parse_build_commands 0:3 1:3: scroll-up
1773407569.056026 cmd_parse_build_commands 0:0: select-pane
1773407569.056028 cmd_parse_build_commands 1:0: send
1773407569.056031 cmd_parse_build_commands 1:1: -N5
1773407569.056033 cmd_parse_build_commands 1:2: -X
1773407569.056035 cmd_parse_build_commands 1:3: scroll-up
1773407569.056038 args_parse: flags end at 1 of 1
1773407569.056042 args_parse_flags: next -N5
1773407569.056044 args_parse_flag_argument: -N = 5
1773407569.056046 args_parse_flags: next -X
1773407569.056049 args_parse_flags: -X
1773407569.056051 args_parse_flags: next scroll-up
1773407569.056053 args_parse: flags end at 3 of 4
1773407569.056056 args_parse: 3 = scroll-up (type STRING)
1773407569.056060 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1773407569.056063 args_parse_flags: next -Tcopy-mode
1773407569.056065 args_parse_flag_argument: -T = copy-mode
1773407569.056068 args_parse_flags: next WheelUpPane
1773407569.056070 args_parse: flags end at 2 of 4
1773407569.056073 args_parse: 2 = WheelUpPane (type STRING)
1773407569.056077 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1773407569.056083 cmd_parse_build_commands: bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1773407569.056089 cmdq_get_command: [bind-key/0x99d86c900] group 1656
1773407569.056092 cmdq_append <global>: [bind-key/0x99d86c900]
1773407569.056095 yylex_token: end at WS
1773407569.056097 yylex_token: bind
1773407569.056100 yylex_token: end at WS
1773407569.056102 yylex_token: -Tcopy-mode
1773407569.056105 yylex_token: end at WS
1773407569.056107 yylex_token: WheelDownPane
1773407569.056110 yylex_token: end at ;
1773407569.056112 yylex_token: select-pane
1773407569.056115 yylex_token: end at WS
1773407569.056117 yylex_token: send
1773407569.056119 yylex_token: end at WS
1773407569.056121 yylex_token: -N5
1773407569.056124 yylex_token: end at WS
1773407569.056126 yylex_token: -X
1773407569.056129 yylex_token: end at WS
1773407569.056131 yylex_token: scroll-down
1773407569.056133 cmd_parse_build_commands 0:0: bind
1773407569.056136 cmd_parse_build_commands 0:1: -Tcopy-mode
1773407569.056138 cmd_parse_build_commands 0:2: WheelDownPane
1773407569.056140 cmd_parse_build_commands 0:3 0:0: select-pane
1773407569.056143 cmd_parse_build_commands 0:3 1:0: send
1773407569.056145 cmd_parse_build_commands 0:3 1:1: -N5
